Bankrupt?, ROA(B) before interest and depreciation after tax, Realized Sales Gross Margin, Operating Profit Rate, Non-industry income and expenditure/revenue, Cash flow rate, Interest-bearing debt interest rate, Net Value Per Share (B), Persistent EPS in the Last Four Seasons, Revenue Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Net Value Growth Rate, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Net worth/Assets, Borrowing dependency, Net profit before tax/Paid-in capital, Total Asset Turnover, Accounts Receivable Turnover, Net Worth Turnover Rate (times), Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Total income/Total expense, Current Liability to Current Assets, Net Income to Total Assets, No-credit Interval, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL)
0,0.534664596605814,0.622256014067657,0.999065454037047,0.303553771602747,0.488241362824287,0,0.189119716826092,0.219343859317387,0.0122661342771148,0.176169315357385,0.000445610401904798,0.0267194174121142,0.0228525228731096,0.630623553102012,0.00442462542974129,0.903649061281253,0.36963718146295,0.175205489782068,0.0539730134932534,0.00181591307964656,0.0175806451612903,0.789153248025469,0.0319240864779537,0.0125482805799749,0.0022930475348322,0.0109407284049022,0.80463901213129,0.623922382511111,0.840638613018106,0.0267937782838859
0,0.553027463997002,0.607446057164272,0.9990299810387,0.30353056850726,0.470644087130839,0.000775077507750775,0.185453626058742,0.225394724402004,0.0378722567569611,0.181667545379227,0.000466397402228856,0.0157590771947669,0.0129315884100428,0.630982794756236,0.0047282940752697,0.899265350545696,0.371209596428404,0.18066510821205,0.173913043478261,0.000762886388767715,0.0383870967741935,0.847345861558187,0.139413215037929,0.0685261041035546,0.00232207575906572,0.0186129431781689,0.814011882705804,0.623995879032024,0.841311469523341,0.0268899303694454
0,0.569034744900691,0.618933683102956,0.99905863675072,0.303432922147089,0.470652474774163,0.000753075307530753,0.176983692216931,0.22322019476222,0.0325029871288776,0.177449725088499,0.000466971353018115,0.00716253615433337,0.00505061217462042,0.632237229626991,0.00895594524845202,0.853493363968921,0.377012769441021,0.176494985295227,0.125937031484258,0.00143852779158593,0.0383870967741935,0.764144883469675,0.038272302580135,0.0776394903553029,0.00226913026334157,0.0403947838257492,0.808976427196184,0.623717727261263,0.841234473750761,0.0275654100512866
0,0.540446490711494,0.609507199584889,0.999052397200522,0.303391591633254,0.464264445618715,0.000645064506450645,0.184400151700308,0.218965680249598,0.0326542341606546,0.173834450553589,0.000443189826837051,0.00516628653264732,0.00456339279364481,0.634338913165573,0.017036449356642,0.80696556519636,0.38727596441824,0.172860266948194,0.0824587706146927,0.00116259016160612,0.0335483870967742,0.734030366532548,0.207866389543797,0.148790999132943,0.00224593499565071,0.0552426750998399,0.798103629260323,0.623486235909367,0.840325896066444,0.0293639108382569
0,0.552599175544729,0.602956225947333,0.999024781413535,0.303456125242575,0.464603306408998,0.000762076207620762,0.172896211706207,0.22189656802496,0.0623289017953023,0.178278225502749,0.000457538596568543,0.0057160508079538,0.00427081162888481,0.633345776085259,0.0174112475948167,0.80548417329262,0.388057698458675,0.177309403514064,0.184407796101949,0.000862305093686912,0.0691935483870968,0.745811316274545,0.017860838627217,0.147142954808218,0.00227434410280406,0.0501706511809911,0.803444645412305,0.62348161064579,0.84104674505462,0.0282061238442121
0,0.495529739279405,0.611806166130962,0.998925064157597,0.303016716621803,0.466873002692434,0.000739073907390739,0.161307993763432,0.203554883237213,0.00769847391744937,0.160653762145063,0.000397498353135551,0.00632946543068508,0.00434816784302178,0.628951315735401,0.00898421470193965,0.85325150406627,0.377159274676067,0.159678757258125,0.0419790104947526,0.000807523358323273,0.0174193548387097,0.752991982324317,0.0149537656982419,0.0446516334281012,0.0020982674894285,0.0455039195364612,0.772908884661082,0.623654633050692,0.837925614007031,0.0264153131070622
0,0.568606456448418,0.626544055117543,0.999099309374231,0.30346627659685,0.471058436711037,0.000691069106910691,0.179217057856812,0.224260187198639,0.0204637233994283,0.17963395345334,0.00045416975497941,0.00556378919254542,0.0046288960394866,0.631321488746729,0.00413828322344723,0.907942074553315,0.37216691307878,0.17869693084986,0.109445277361319,0.00111186633256571,0.0262903225806452,0.746912099549146,0.026006422332886,0.0660732030729706,0.00228470851458546,0.0514813759696364,0.812973644132776,0.623712204905143,0.841187894768005,0.0269244863302234
0,0.592483537662616,0.609737816918664,0.999111788474626,0.30354337854956,0.495880828363655,0.00106310631063106,0.182630314778138,0.228420156944313,0.0232617934873028,0.185960683889433,0.000458861178822054,0.0218807429618004,0.012717611140293,0.630964986781003,0.0012757730783611,0.96390240952928,0.369875392264971,0.184986049317548,0.148425787106447,0.00131881955505057,0.0275806451612903,0.839002274859763,0.10629600428011,0.0383733508227971,0.00250564668545045,0.0133933066151283,0.830176405307051,0.624307653766868,0.841854181631694,0.0268521603332461
0,0.550564805396434,0.602293201112729,0.998982375581636,0.303694923766955,0.473888427568506,0.000822082208220822,0.177952888626691,0.2205729412877,0.0192839965515677,0.178428861941704,0.000460982301304101,0.0155999513262049,0.00789345304415418,0.631503678031808,0.00397869759892029,0.910421138555492,0.371971199978527,0.177490385340472,0.103448275862069,0.00073853895082832,0.0258064516129032,0.819444466447688,0.00799122892103666,0.049464084101822,0.00236162951648122,0.018802183379403,0.812100285489518,0.62391016514294,0.8411159928915,0.0270667209660536
1,0.463782857754698,0.599115005981637,0.998972554067436,0.303257690436385,0.460246764466588,0.000842084208420842,0.156209177868611,0.177838706627588,0.060529062117156,0.139639978910899,0.000417985900873907,0.0042920302900771,0.00193390535342432,0.62927528390022,0.0259513583016442,0.780391208392539,0.392590413860514,0.138624538119297,0.214392803598201,0.00271473933024256,0.0919354838709677,0.703730256210006,0.0082664170023762,0.198285095189837,0.00208350375743525,0.0658158530780964,0.750430839246873,0.623182971273566,0.831976032408709,0.0264718727329476
1,0.514427967235933,0.599987027774975,0.998908887545973,0.303477394746771,0.458983585382015,0.000943094309430943,0.14550587838692,0.202514890800794,0.0135819834535747,0.165549446411087,0.000417811220198915,0.00212355031653567,0.00138866881184598,0.648523650360954,0.030692419226876,0.771109834628292,0.396528161437585,0.164565266571148,0.0644677661169415,0.00134519594615158,0.0374193548387097,0.673325140693406,0.0110609135539858,0.141036557645787,0.00216237850524178,0.124882710179452,0.787081562191271,0.62187648014822,0.838258501827446,0.0248858579240944
0,0.529685743348145,0.618868821977832,0.999014035521528,0.303414553029829,0.463209280088574,0.000827082708270827,0.158695377354515,0.211023919826038,0.0290696795075397,0.169993221360247,0.000444212956504861,0.00335849186117984,0.00247352733107337,0.635145408967,0.0214911680755798,0.791758623817154,0.38402489023291,0.168991780408717,0.103448275862069,0.00147707790165664,0.0479032258064516,0.697045111263781,0.0230705196812938,0.144464755676761,0.0022301739014708,0.0826660718934626,0.79602266635259,0.623562109321959,0.840052354819015,0.174090903668756
0,0.55982654317683,0.601176148402254,0.99899993875997,0.303547245732141,0.464459038943828,0.000672067206720672,0.177025831191269,0.225394724402004,0.044133883872529,0.179257362355954,0.000450301825747442,0.00870075288376635,0.00669256020372133,0.63154956781414,0.00597306194657985,0.883151434531548,0.375580149547176,0.178206771736671,0.220389805097451,0.00130867478924249,0.0475806451612903,0.785427201109879,0.00643003610474995,0.0880275110524175,0.00234864172501693,0.0334418320781055,0.8141021444053,0.623809646493972,0.841431597677494,0.027118794439904
0,0.540500026768028,0.603475114948327,0.998943551713739,0.303621930695738,0.465754091073031,0.000728072807280728,0.185875015802115,0.218209322114021,0.0250616331654491,0.173081268358816,0.000452098541261647,0.0113859239128739,0.00968013205454362,0.631230736565253,0.00244941135702496,0.937660610091604,0.370535225002964,0.172091094185959,0.137931034482759,0.00110577947308086,0.027741935483871,0.79989075144347,0.109941900294968,0.0629852318661099,0.00226993934846038,0.0256903594101168,0.80292347799953,0.623908332244086,0.840451101401298,0.0270031817899335
0,0.548583971304674,0.599107799189957,0.998995316870935,0.303474977757658,0.463652147656073,0.000686068606860686,0.174033964013316,0.218682045948757,0.0803272985767654,0.173608495895157,0.000433257982744644,0.0108211830852322,0.00709493728532091,0.632494760345749,0.00660958060897874,0.875895637452006,0.375313979730833,0.172656662393485,0.389805097451274,0.00141620930680815,0.0811290322580645,0.826180808370658,0.00964027820672155,0.107973141077189,0.0022598186387234,0.0270097755019044,0.803065744296262,0.623897920106617,0.840608631798272,0.0276769693412717
0,0.52502810642968,0.614278095677366,0.998973362898017,0.303743021850307,0.466757253214564,0.000596059605960596,0.180186254266571,0.213576628533611,0.0154271972412541,0.177675679746931,0.000451699271147379,0.00662213222423643,0.00412982369021581,0.631589635758414,0.00647279293081279,0.877377029355746,0.376271296381209,0.176698589849936,0.0719640179910045,0.00199243200470717,0.0216129032258065,0.753131106606647,0.00181817431702788,0.0268249264151524,0.00231642969864085,0.0435699727474226,0.811257383194871,0.623708819858449,0.841252149001051,0.0271146084726468
0,0.517104770062637,0.622529872151516,0.998997396721001,0.303212492739969,0.463940682586414,0.000588058805880588,0.166111836837891,0.209794837855725,0.0112527791642089,0.164419673118927,0.00041556532580616,0.00609982496154458,0.00346169058262954,0.628333173518171,0.00812701191876636,0.860718928560631,0.377688259227034,0.163471834703265,0.0644677661169415,0.00103679506558591,0.0204838709677419,0.752031073932679,0.0346499478819115,0.0668864003846082,0.00218551181206258,0.047146167625873,0.784384878843847,0.623631035824245,0.839028885008747,0.0263852766496002
0,0.529310990952406,0.607006442871762,0.999017386391079,0.303448632576324,0.463568271222835,0.000612061206120612,0.167502422991024,0.214994800037818,0.0212048338551356,0.171725540408225,0.000434106431737462,0.00949326211150667,0.00576553331495084,0.63401289023438,0.00903984169106047,0.852798016748798,0.37700829599873,0.170778975944499,0.103448275862069,0.000931289501181865,0.0309677419354839,0.784658593786482,0.042104212625443,0.0667898989263249,0.00224136817060936,0.0307111162442824,0.797743521000021,0.623731221516256,0.840205745904451,0.0284255446452834
0,0.530863536591895,0.600880669943355,0.998975442748083,0.303508332207419,0.467552401801666,0.000793079307930793,0.172179849142472,0.215372979105606,0.0251977554940484,0.170671085335543,0.000448180703265396,0.0191656188280224,0.0115135990976772,0.633241325461295,0.00435896734422163,0.904616500891858,0.37206178718493,0.169662921348315,0.146926536731634,0.00118693759954551,0.0332258064516129,0.821157203852451,0.0551630215497877,0.0369109392508691,0.0022467070579001,0.0153036136264216,0.798173897544613,0.623961841743765,0.840192796047555,0.0290876038741492
0,0.544140478612345,0.598444774355353,0.998953142133487,0.30358374226775,0.471709317832969,0.000797079707970797,0.177110109139944,0.212253001796351,0.015533070163498,0.171273631091361,0.000443314598747759,0.0168698381596313,0.0120837892567191,0.632810166984014,0.00340327743276886,0.919914139734559,0.373058246455356,0.170311439559611,0.088455772113943,0.000927231594858633,0.022258064516129,0.800966550282255,0.0254344315057528,0.0318425331061389,0.00229543100400174,0.0173900130803097,0.801371569744629,0.623089158340436,0.840385757478808,0.0288727658138465
0,0.549226403983083,0.625326107323542,0.999135706750384,0.303441623307896,0.469151086619193,0.000494049404940494,0.174876743500063,0.221612933724118,0.0226416806570171,0.183927091963546,0.000463228195696856,0.00848172080586332,0.00532260660497301,0.631229024259942,0.00614541442106895,0.881125857846842,0.374405870945663,0.182128044642184,0.122938530734633,0.00105911355036369,0.0301612903225806,0.773200225769305,0.00423350684966264,0.0620319590749032,0.00229323740273641,0.0342822550940703,0.815731085142529,0.623729409498007,0.841573616502083,0.026907690710701
0,0.541517211842176,0.60441199786679,0.998970820859047,0.304405760265134,0.461857191984768,0.00056005600560056,0.185074375289705,0.220667486054647,0.00362992876264803,0.176621224674249,0.000461531297711219,0.00539779907082973,0.00365196191578903,0.631236900864372,0.0027904686345854,0.93097923028086,0.37273615861037,0.175680567076389,0.0194902548725637,0.00136548547776775,0.0116129032258065,0.746585921782487,0.054515238146905,0.0497893575217391,0.00251378478340373,0.0529894926808951,0.811426300758598,0.6229736139282,0.840978536246519,0.0270168245964067
0,0.559077038385353,0.618176969976506,0.999077470948539,0.303528876614881,0.466732090284593,0.000593059305930593,0.186970629134887,0.225489269168951,0.022142565452153,0.181215636062363,0.000447207482361868,0.0116854549595789,0.00556528053480593,0.631308475226367,0.00379540211017792,0.91335368987514,0.373331126435136,0.180265440012065,0.107946026986507,0.00109360575411117,0.025,0.801107924987208,0.0496652613597867,0.0611603796876062,0.00230053655316229,0.0250410417826297,0.813567760267837,0.623780168259499,0.841197466664069,0.0269855998040583
0,0.576422720702393,0.600347367358999,0.999027207905279,0.303502531433548,0.466916618437718,0.000654065406540654,0.178964224010788,0.228325612177366,0.0544943055492536,0.183023273329818,0.000464076644689675,0.00600996564753308,0.00323710802545768,0.631594087752222,0.00798292889776489,0.862018925537382,0.377794503481456,0.182022471910112,0.230884557721139,0.0021709798829294,0.0562903225806452,0.751569314685571,0.0185521711493699,0.104974926478333,0.00242010326927393,0.0478205708628628,0.816256591930727,0.622494422506441,0.84180224093936,0.0271305157359928
0,0.552920391883934,0.635718300926793,0.999062103167496,0.303489721391248,0.468025464885131,0.000566056605660566,0.174413214782352,0.222842015694431,0.0208115915725154,0.177525043307976,0.000451799088675946,0.0104361608856135,0.00685413487679775,0.631025602389008,0.00407900856290865,0.908849049188258,0.371372877072043,0.176525148932961,0.12743628185907,0.00117070597425258,0.0282258064516129,0.795926540409327,0.084808266089528,0.0702180366525852,0.00225333045305852,0.0279892214352708,0.807572628836292,0.623751686493943,0.840820359712895,0.0268773632495743
0,0.53894748112854,0.624288329321553,0.999098153901972,0.303528876614881,0.487182842236817,0,0.187097046057899,0.2205729412877,0.0116157720404737,0.176922497552158,0.000448929334729648,0.0212592160398876,0.0177488842613792,0.630616703880769,0.0042823662444487,0.905765335429453,0.36963718146295,0.175929417087701,0.0524737631184408,0.00178750773538393,0.0174193548387097,0.775479414244298,0.00804788718513813,0.0109471347671599,0.00230799235090291,0.0137880446389998,0.806666537650301,0.623854908708665,0.840770515293026,0.0267922709919733
0,0.545853632421436,0.608865795125326,0.999048353047616,0.303491171584716,0.46869647635104,0.00107110711071107,0.185200792212718,0.222842015694431,0.041260190268766,0.182646682232432,0.000456315831843598,0.0166988558538039,0.0143832651059843,0.630916357310174,0.00465351681120565,0.900323487619796,0.370670546632281,0.181652967347862,0.191904047976012,0.000837957655747517,0.0404838709677419,0.855304512611801,0.13360493953662,0.0676770771328813,0.00229871813526576,0.0175679084788069,0.813580403299354,0.624017467281399,0.841274521947495,0.0268622864067066
0,0.572353980405803,0.62094437798181,0.999101735865974,0.303395700514746,0.471281548023452,0.00075007500750075,0.178753529139101,0.225772903469793,0.0327147329733654,0.181064999623409,0.00045359580419015,0.00710949419814603,0.00506870354728149,0.631849563704607,0.00842247330360481,0.858058469631466,0.375735601666805,0.180122162732826,0.131934032983508,0.00132896432085865,0.0367741935483871,0.764547579743336,0.0513904535216174,0.083577916623914,0.00227079901419879,0.0406862953931031,0.809900025793642,0.623711014215612,0.841281669746899,0.0271695519446991
0,0.539804058033085,0.610206258377895,0.999022817110695,0.303480295133707,0.46026857233923,0.000655065506550655,0.185411487084404,0.219532948851281,0.0309451427015745,0.175340814943135,0.000449153924168923,0.00531293194092998,0.00440556116318792,0.633996109642334,0.0192286998787149,0.79889349094537,0.388924427902649,0.17436844883493,0.0719640179910045,0.000975926470737423,0.032258064516129,0.736628546483472,0.0998626798716401,0.154735300008426,0.00225944211061135,0.0537930903249886,0.799841684452634,0.623535630184973,0.840598890749099,0.0287586332854848
0,0.549172867926549,0.60456334049208,0.999030789869281,0.303439448017694,0.46371421621667,0.000801080108010801,0.172516960937171,0.218492956414862,0.0496090264228565,0.176093997137908,0.000455317656557929,0.00553009194979111,0.00420218918086008,0.633433788578239,0.0150913285731221,0.815339964325664,0.385539150448574,0.175152703416032,0.160419790104948,0.00070607570024246,0.0570967741935484,0.741778104049764,0.00863933663428629,0.148863536116538,0.00226804015233988,0.0517833863733011,0.802637950812378,0.623489272101257,0.840860318613959,0.0285203017680739
0,0.522511911772579,0.619524640020756,0.999045117725291,0.303156660291455,0.464326514179311,0.000676067606760676,0.159538156841262,0.212442091330245,0.00794046916829257,0.166754537922724,0.000432808803866093,0.00394756958636635,0.00290148187057307,0.617627840714511,0.00993169735270247,0.845784079571908,0.37809981591785,0.165794434808838,0.0464767616191904,0.000872449859494994,0.0190322580645161,0.732740420864456,0.0141886825126497,0.0618289177429289,0.00218384179000717,0.0711731712247925,0.788125640198415,0.623539897752221,0.839285131784148,0.0257487295645182
0,0.568178167996145,0.626414332867294,0.999133049164189,0.303420112104789,0.471050049067713,0.000798079807980798,0.179427752728499,0.22388200813085,0.019873859975498,0.180387135648113,0.000445884900108357,0.00495224663885604,0.00426083018189939,0.631300941082999,0.00410910185210516,0.908395561870786,0.372056195382066,0.17941331724606,0.104947526236882,0.00117476388057582,0.0254838709677419,0.739914837150199,0.033585920598103,0.074449813238745,0.00228323424771684,0.0575078520985313,0.811328897524071,0.623689479048269,0.841074766121287,0.0269538841751162
